Level1,Level2,Level3,Total
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító szakellátása (072210),5587
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító szakellátása (072210),6148
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító szakellátása (072210),2800
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító szakellátása (072210),2416
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),31810
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),12
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),811
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),328
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),291
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),1127
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),186
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),31
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),115
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),1108
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),1918
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),90
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),9473
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),467
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),103
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),58
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),318
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),2631
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),89
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),521
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),32
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),1076
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),38
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),13
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),1120
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),1532
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),24
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),40
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),173
Általános orvosi szolgáltatások (0721),Szakosított orvosi szolgáltatások (0722),Járóbetegek gyógyító gondozása (072230),47
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),181
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),5
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),2
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),2
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),6
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),1
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),1
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),6
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),10
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),1
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),54
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),3
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),1
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),2
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),15
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),14
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),69
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),3478
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),37
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),2710
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),1558
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),23
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi alapellátás (072311),1
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),26065
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),10
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),664
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),269
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),239
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),923
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),152
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),25
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),94
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),908
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),1571
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),74
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),7762
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),383
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),84
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),47
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),261
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),2343
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),100
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),494
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),161
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),612
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),81
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),477
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),36
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),2204
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),816
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),19
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),46
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),57
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),15
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),142
Szakosított orvosi szolgáltatások (0722),Fogorvosi szolgáltatások (0723),Fogorvosi szakellátás (072313),38
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),1512
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),1
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),39
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),15
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),14
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),54
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),9
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),1
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),5
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),53
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),91
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),4
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),450
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),22
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),5
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),3
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),15
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),125
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),5
Fogorvosi szolgáltatások (0723),Paramedikális szolgáltatások (0724),Otthoni (egészségügyi) szakápolás (072410),71
